fips,location,year,type,age,sex,count,population,rate,unstable,ci,lci,uci
27077,Lake of the Woods,2015-2019,Acute myeloid leukemia,All Ages,All,0,18853,null (UR),TRUE, ,null,null
27077,Lake of the Woods,2010-2014,Larynx,All Ages,All,0,19792,null (UR),TRUE, ,null,null
27077,Lake of the Woods,2010-2014,All cancer types combined,All Ages,All,129,19792,419.9,FALSE,(344.9 - 508.7),344.9,508.7
27077,Lake of the Woods,2010-2014,Melanoma,All Ages,All,6,19792,22.3 (UR),TRUE,(6.7 - 56.4),6.7,56.4
27079,Le Sueur,2015-2019,Non-Hodgkin lymphoma,All Ages,All,26,141212,14.6,FALSE,(9.4 - 22.0),9.4,22
27079,Le Sueur,2010-2014,Chronic lymphocytic leukemia,All Ages,All,10,138693,5.6 (UR),TRUE,(2.7 - 10.6),2.7,10.6
27079,Le Sueur,2010-2014,Melanoma,All Ages,All,46,138693,28.2,FALSE,(20.5 - 38.0),20.5,38
27079,Le Sueur,2010-2014,Mesothelioma,All Ages,All,2,138693,1.2 (UR),TRUE,(0.1 - 4.7),0.1,4.7
27079,Le Sueur,2015-2019,Lung and bronchus,All Ages,All,124,141212,64.3,FALSE,(53.4 - 77.1),53.4,77.1
27079,Le Sueur,2015-2019,Chronic lymphocytic leukemia,All Ages,All,11,141212,6.3,FALSE,(3.1 - 11.6),3.1,11.6
27079,Le Sueur,2010-2014,Bladder,All Ages,All,53,138693,31.2,FALSE,(23.3 - 41.1),23.3,41.1
27079,Le Sueur,2010-2014,Esophagus,All Ages,All,11,138693,6.3,FALSE,(3.1 - 11.5),3.1,11.5
27079,Le Sueur,2015-2019,Kidney,All Ages,All,32,141212,18.3,FALSE,(12.3 - 26.3),12.3,26.3
27079,Le Sueur,2010-2014,Pancreas,All Ages,All,27,138693,16.3,FALSE,(10.7 - 24.0),10.7,24
27079,Le Sueur,2015-2019,Melanoma,All Ages,All,74,141212,41.1,FALSE,(31.9 - 52.1),31.9,52.1
27079,Le Sueur,2010-2014,Brain and other nervous system,All Ages,All,10,138693,7.4 (UR),TRUE,(3.5 - 13.7),3.5,13.7
27079,Le Sueur,2015-2019,Pancreas,All Ages,All,32,141212,16.9,FALSE,(11.5 - 24.3),11.5,24.3
27079,Le Sueur,2010-2014,Larynx,All Ages,All,7,138693,3.8 (UR),TRUE,(1.5 - 8.3),1.5,8.3
27079,Le Sueur,2015-2019,Mesothelioma,All Ages,All,2,141212,1.0 (UR),TRUE,(0.1 - 4.1),0.1,4.1
27079,Le Sueur,2010-2014,Lung and bronchus,All Ages,All,87,138693,50,FALSE,(40.0 - 62.0),40,62
27079,Le Sueur,2015-2019,Thyroid,All Ages,All,15,141212,9.4,FALSE,(5.1 - 15.9),5.1,15.9
27079,Le Sueur,2010-2014,All cancer types combined,All Ages,All,756,138693,449.1,FALSE,(417.1 - 483.1),417.1,483.1
27079,Le Sueur,2010-2014,Non-Hodgkin lymphoma,All Ages,All,30,138693,18,FALSE,(12.0 - 26.1),12,26.1
27079,Le Sueur,2015-2019,Liver and bile duct,All Ages,All,21,141212,10.9,FALSE,(6.7 - 17.1),6.7,17.1
27079,Le Sueur,2015-2019,Acute myeloid leukemia,All Ages,All,9,141212,4.8 (UR),TRUE,(2.1 - 9.7),2.1,9.7
27079,Le Sueur,2010-2014,Colorectal,All Ages,All,75,138693,45.3,FALSE,(35.5 - 57.1),35.5,57.1
27079,Le Sueur,2010-2014,Acute myeloid leukemia,All Ages,All,10,138693,7.2 (UR),TRUE,(3.4 - 13.4),3.4,13.4
27079,Le Sueur,2015-2019,Esophagus,All Ages,All,10,141212,5.2 (UR),TRUE,(2.5 - 10.0),2.5,10
27079,Le Sueur,2015-2019,Bladder,All Ages,All,54,141212,27.7,FALSE,(20.8 - 36.5),20.8,36.5
27079,Le Sueur,2010-2014,Liver and bile duct,All Ages,All,5,138693,2.9 (UR),TRUE,(0.9 - 7.2),0.9,7.2
27079,Le Sueur,2015-2019,Brain and other nervous system,All Ages,All,11,141212,6.6,FALSE,(3.2 - 12.2),3.2,12.2
27079,Le Sueur,2015-2019,Oral and pharyngeal,All Ages,All,25,141212,12.3,FALSE,(7.9 - 18.6),7.9,18.6
27079,Le Sueur,2015-2019,Leukemia,All Ages,All,27,141212,15.5,FALSE,(10.1 - 23.0),10.1,23
27079,Le Sueur,2015-2019,Larynx,All Ages,All,3,141212,1.4 (UR),TRUE,(0.3 - 4.8),0.3,4.8
27079,Le Sueur,2015-2019,Colorectal,All Ages,All,73,141212,39.4,FALSE,(30.7 - 50.0),30.7,50
27079,Le Sueur,2010-2014,Thyroid,All Ages,All,21,138693,14.7,FALSE,(9.0 - 22.7),9,22.7
27079,Le Sueur,2015-2019,All cancer types combined,All Ages,All,878,141212,479.4,FALSE,(447.3 - 513.4),447.3,513.4
27079,Le Sueur,2010-2014,Oral and pharyngeal,All Ages,All,21,138693,11.3,FALSE,(6.9 - 17.7),6.9,17.7
27079,Le Sueur,2010-2014,Leukemia,All Ages,All,28,138693,16.9,FALSE,(11.1 - 24.8),11.1,24.8
27079,Le Sueur,2010-2014,Kidney,All Ages,All,24,138693,13.7,FALSE,(8.7 - 20.8),8.7,20.8
27081,Lincoln,2015-2019,Colorectal,All Ages,All,30,28385,63,FALSE,(39.9 - 96.0),39.9,96
27081,Lincoln,2010-2014,Bladder,All Ages,All,7,28967,16.0 (UR),TRUE,(5.9 - 36.6),5.9,36.6
27081,Lincoln,2010-2014,Liver and bile duct,All Ages,All,2,28967,6.7 (UR),TRUE,(0.6 - 26.1),0.6,26.1
27081,Lincoln,2010-2014,Thyroid,All Ages,All,8,28967,26.4 (UR),TRUE,(10.0 - 55.4),10,55.4
27081,Lincoln,2010-2014,Larynx,All Ages,All,1,28967,2.2 (UR),TRUE,(0.1 - 16.8),0.1,16.8
27081,Lincoln,2015-2019,Chronic lymphocytic leukemia,All Ages,All,2,28385,2.9 (UR),TRUE,(0.3 - 17.5),0.3,17.5
27081,Lincoln,2010-2014,Melanoma,All Ages,All,8,28967,24.9 (UR),TRUE,(9.8 - 51.7),9.8,51.7
27081,Lincoln,2015-2019,Larynx,All Ages,All,0,28385,null (UR),TRUE, ,null,null
27081,Lincoln,2015-2019,Brain and other nervous system,All Ages,All,1,28385,5.4 (UR),TRUE,(0.1 - 25.7),0.1,25.7
27081,Lincoln,2015-2019,Oral and pharyngeal,All Ages,All,10,28385,20.8 (UR),TRUE,(9.5 - 42.1),9.5,42.1
27081,Lincoln,2010-2014,Kidney,All Ages,All,7,28967,19.1 (UR),TRUE,(7.3 - 41.9),7.3,41.9
27081,Lincoln,2015-2019,Mesothelioma,All Ages,All,0,28385,null (UR),TRUE, ,null,null
27081,Lincoln,2015-2019,Lung and bronchus,All Ages,All,37,28385,75.4,FALSE,(52.4 - 107.3),52.4,107.3
27081,Lincoln,2010-2014,Brain and other nervous system,All Ages,All,5,28967,10.6 (UR),TRUE,(3.3 - 28.5),3.3,28.5
27081,Lincoln,2015-2019,Pancreas,All Ages,All,8,28385,21.7 (UR),TRUE,(7.7 - 48.0),7.7,48
27081,Lincoln,2015-2019,Melanoma,All Ages,All,18,28385,46.7,FALSE,(25.4 - 79.0),25.4,79
27081,Lincoln,2015-2019,All cancer types combined,All Ages,All,246,28385,561.3,FALSE,(486.0 - 645.9),486,645.9
27081,Lincoln,2015-2019,Non-Hodgkin lymphoma,All Ages,All,13,28385,24.6,FALSE,(12.9 - 45.9),12.9,45.9
27081,Lincoln,2010-2014,Mesothelioma,All Ages,All,2,28967,3.9 (UR),TRUE,(0.5 - 19.0),0.5,19
27081,Lincoln,2010-2014,Non-Hodgkin lymphoma,All Ages,All,11,28967,27,FALSE,(11.7 - 53.8),11.7,53.8
27081,Lincoln,2010-2014,Acute myeloid leukemia,All Ages,All,2,28967,3.8 (UR),TRUE,(0.4 - 18.8),0.4,18.8
27081,Lincoln,2015-2019,Bladder,All Ages,All,17,28385,33.3,FALSE,(18.8 - 57.2),18.8,57.2
27081,Lincoln,2015-2019,Liver and bile duct,All Ages,All,1,28385,1.6 (UR),TRUE,(0.0 - 16.0),0,16
27081,Lincoln,2010-2014,Esophagus,All Ages,All,3,28967,4.8 (UR),TRUE,(0.9 - 19.9),0.9,19.9
27081,Lincoln,2015-2019,Kidney,All Ages,All,6,28385,10.9 (UR),TRUE,(3.9 - 28.3),3.9,28.3
27081,Lincoln,2015-2019,Esophagus,All Ages,All,1,28385,4.8 (UR),TRUE,(0.1 - 24.0),0.1,24
27081,Lincoln,2015-2019,Thyroid,All Ages,All,4,28385,15.5 (UR),TRUE,(3.9 - 40.3),3.9,40.3
27081,Lincoln,2010-2014,All cancer types combined,All Ages,All,220,28967,497.3,FALSE,(428.4 - 575.2),428.4,575.2
27081,Lincoln,2015-2019,Leukemia,All Ages,All,10,28385,20.5 (UR),TRUE,(8.8 - 42.7),8.8,42.7
27081,Lincoln,2015-2019,Acute myeloid leukemia,All Ages,All,6,28385,15.6 (UR),TRUE,(5.2 - 37.3),5.2,37.3
27081,Lincoln,2010-2014,Chronic lymphocytic leukemia,All Ages,All,0,28967,null (UR),TRUE, ,null,null
27081,Lincoln,2010-2014,Leukemia,All Ages,All,5,28967,8.0 (UR),TRUE,(2.4 - 24.0),2.4,24
27081,Lincoln,2010-2014,Colorectal,All Ages,All,37,28967,77,FALSE,(53.3 - 109.7),53.3,109.7
27081,Lincoln,2010-2014,Oral and pharyngeal,All Ages,All,8,28967,15.7 (UR),TRUE,(6.7 - 34.7),6.7,34.7
27081,Lincoln,2010-2014,Pancreas,All Ages,All,6,28967,11.0 (UR),TRUE,(3.9 - 28.2),3.9,28.2
27081,Lincoln,2010-2014,Lung and bronchus,All Ages,All,25,28967,50.4,FALSE,(32.3 - 77.3),32.3,77.3
27083,Lyon,2010-2014,Pancreas,All Ages,All,19,128810,14.4,FALSE,(8.6 - 22.7),8.6,22.7
27083,Lyon,2010-2014,Acute myeloid leukemia,All Ages,All,8,128810,5.1 (UR),TRUE,(2.1 - 10.5),2.1,10.5
27083,Lyon,2010-2014,Lung and bronchus,All Ages,All,74,128810,52.4,FALSE,(41.0 - 66.1),41,66.1
27083,Lyon,2015-2019,Mesothelioma,All Ages,All,1,128783,0.7 (UR),TRUE,(0.0 - 4.2),0,4.2
27083,Lyon,2010-2014,Leukemia,All Ages,All,20,128810,13.7,FALSE,(8.2 - 21.5),8.2,21.5
27083,Lyon,2010-2014,Liver and bile duct,All Ages,All,9,128810,6.3 (UR),TRUE,(2.8 - 12.1),2.8,12.1
27083,Lyon,2015-2019,Oral and pharyngeal,All Ages,All,13,128783,9.4,FALSE,(4.9 - 16.5),4.9,16.5
27083,Lyon,2010-2014,Brain and other nervous system,All Ages,All,12,128810,8.4,FALSE,(4.3 - 14.9),4.3,14.9
27083,Lyon,2015-2019,Kidney,All Ages,All,28,128783,18.7,FALSE,(12.1 - 27.6),12.1,27.6
27083,Lyon,2015-2019,Esophagus,All Ages,All,6,128783,3.6 (UR),TRUE,(1.3 - 8.3),1.3,8.3
27083,Lyon,2010-2014,All cancer types combined,All Ages,All,680,128810,480.3,FALSE,(443.8 - 518.9),443.8,518.9
27083,Lyon,2015-2019,Bladder,All Ages,All,25,128783,16.5,FALSE,(10.5 - 24.7),10.5,24.7
27083,Lyon,2010-2014,Larynx,All Ages,All,5,128810,3.4 (UR),TRUE,(1.1 - 8.2),1.1,8.2
27083,Lyon,2015-2019,Brain and other nervous system,All Ages,All,13,128783,10,FALSE,(5.2 - 17.2),5.2,17.2
27083,Lyon,2010-2014,Melanoma,All Ages,All,46,128810,32.2,FALSE,(23.3 - 43.4),23.3,43.4
27083,Lyon,2015-2019,Non-Hodgkin lymphoma,All Ages,All,31,128783,19.9,FALSE,(13.4 - 28.5),13.4,28.5
27083,Lyon,2010-2014,Esophagus,All Ages,All,12,128810,7.5,FALSE,(3.7 - 13.7),3.7,13.7
27083,Lyon,2015-2019,Leukemia,All Ages,All,25,128783,17.9,FALSE,(11.4 - 26.8),11.4,26.8
27083,Lyon,2015-2019,Colorectal,All Ages,All,58,128783,39,FALSE,(29.3 - 50.8),29.3,50.8
27083,Lyon,2010-2014,Oral and pharyngeal,All Ages,All,6,128810,3.8 (UR),TRUE,(1.3 - 8.7),1.3,8.7
27083,Lyon,2010-2014,Thyroid,All Ages,All,14,128810,11.7,FALSE,(6.3 - 19.8),6.3,19.8
27083,Lyon,2010-2014,Bladder,All Ages,All,46,128810,31.9,FALSE,(23.1 - 43.1),23.1,43.1
27083,Lyon,2010-2014,Chronic lymphocytic leukemia,All Ages,All,3,128810,1.8 (UR),TRUE,(0.4 - 5.8),0.4,5.8
27083,Lyon,2015-2019,Larynx,All Ages,All,2,128783,1.5 (UR),TRUE,(0.2 - 5.7),0.2,5.7
27083,Lyon,2015-2019,Chronic lymphocytic leukemia,All Ages,All,9,128783,6.9 (UR),TRUE,(3.2 - 13.2),3.2,13.2
27083,Lyon,2015-2019,Lung and bronchus,All Ages,All,100,128783,64.5,FALSE,(52.2 - 79.0),52.2,79
27083,Lyon,2010-2014,Mesothelioma,All Ages,All,3,128810,2.4 (UR),TRUE,(0.5 - 7.1),0.5,7.1
27083,Lyon,2010-2014,Kidney,All Ages,All,31,128810,23.6,FALSE,(15.9 - 33.8),15.9,33.8
27083,Lyon,2015-2019,All cancer types combined,All Ages,All,702,128783,469.7,FALSE,(434.4 - 507.2),434.4,507.2
27083,Lyon,2010-2014,Non-Hodgkin lymphoma,All Ages,All,34,128810,24.1,FALSE,(16.5 - 34.0),16.5,34
27083,Lyon,2015-2019,Liver and bile duct,All Ages,All,9,128783,6.4 (UR),TRUE,(2.7 - 12.6),2.7,12.6
27083,Lyon,2015-2019,Melanoma,All Ages,All,51,128783,36.5,FALSE,(26.8 - 48.5),26.8,48.5
27083,Lyon,2015-2019,Pancreas,All Ages,All,26,128783,16.6,FALSE,(10.7 - 24.8),10.7,24.8
27083,Lyon,2015-2019,Acute myeloid leukemia,All Ages,All,6,128783,4.3 (UR),TRUE,(1.5 - 9.7),1.5,9.7
27083,Lyon,2010-2014,Colorectal,All Ages,All,74,128810,52.2,FALSE,(40.6 - 66.0),40.6,66
27083,Lyon,2015-2019,Thyroid,All Ages,All,15,128783,12.4,FALSE,(6.8 - 20.6),6.8,20.6
27085,McLeod,2010-2014,All cancer types combined,All Ages,All,1009,180540,457.9,FALSE,(429.5 - 487.8),429.5,487.8
27085,McLeod,2015-2019,Chronic lymphocytic leukemia,All Ages,All,20,179159,8.3,FALSE,(5.0 - 13.1),5,13.1
27085,McLeod,2010-2014,Pancreas,All Ages,All,31,180540,13.7,FALSE,(9.2 - 19.7),9.2,19.7
27085,McLeod,2010-2014,Larynx,All Ages,All,7,180540,3.4 (UR),TRUE,(1.3 - 7.2),1.3,7.2
27085,McLeod,2015-2019,Pancreas,All Ages,All,33,179159,13.3,FALSE,(9.1 - 18.9),9.1,18.9
27085,McLeod,2010-2014,Acute myeloid leukemia,All Ages,All,11,180540,4.8,FALSE,(2.3 - 8.9),2.3,8.9
27085,McLeod,2015-2019,Larynx,All Ages,All,3,179159,1.1 (UR),TRUE,(0.2 - 3.8),0.2,3.8
27085,McLeod,2015-2019,Oral and pharyngeal,All Ages,All,31,179159,12.4,FALSE,(8.3 - 17.9),8.3,17.9
27085,McLeod,2010-2014,Chronic lymphocytic leukemia,All Ages,All,19,180540,8.6,FALSE,(5.1 - 13.6),5.1,13.6
27085,McLeod,2010-2014,Kidney,All Ages,All,22,180540,10.1,FALSE,(6.2 - 15.5),6.2,15.5
27085,McLeod,2015-2019,All cancer types combined,All Ages,All,1087,179159,459.6,FALSE,(431.7 - 488.9),431.7,488.9
27085,McLeod,2010-2014,Leukemia,All Ages,All,44,180540,20.4,FALSE,(14.7 - 27.7),14.7,27.7
27085,McLeod,2010-2014,Oral and pharyngeal,All Ages,All,26,180540,12.1,FALSE,(7.9 - 18.0),7.9,18
27085,McLeod,2010-2014,Thyroid,All Ages,All,27,180540,14.1,FALSE,(9.2 - 20.7),9.2,20.7
27085,McLeod,2015-2019,Leukemia,All Ages,All,41,179159,17.8,FALSE,(12.7 - 24.5),12.7,24.5
27085,McLeod,2015-2019,Bladder,All Ages,All,73,179159,28.9,FALSE,(22.5 - 36.6),22.5,36.6
27085,McLeod,2015-2019,Non-Hodgkin lymphoma,All Ages,All,47,179159,18.9,FALSE,(13.7 - 25.4),13.7,25.4
27085,McLeod,2015-2019,Brain and other nervous system,All Ages,All,22,179159,9.8,FALSE,(6.0 - 15.1),6,15.1
27085,McLeod,2015-2019,Esophagus,All Ages,All,11,179159,4.4,FALSE,(2.2 - 8.1),2.2,8.1
27085,McLeod,2010-2014,Liver and bile duct,All Ages,All,9,180540,3.9 (UR),TRUE,(1.7 - 7.7),1.7,7.7
27085,McLeod,2015-2019,Acute myeloid leukemia,All Ages,All,8,179159,3.2 (UR),TRUE,(1.4 - 6.7),1.4,6.7
27085,McLeod,2010-2014,Colorectal,All Ages,All,84,180540,36.9,FALSE,(29.3 - 45.9),29.3,45.9
27085,McLeod,2015-2019,Liver and bile duct,All Ages,All,11,179159,4.7,FALSE,(2.2 - 8.8),2.2,8.8
27085,McLeod,2010-2014,Non-Hodgkin lymphoma,All Ages,All,53,180540,23.7,FALSE,(17.6 - 31.3),17.6,31.3
27085,McLeod,2010-2014,Brain and other nervous system,All Ages,All,23,180540,12.1,FALSE,(7.6 - 18.3),7.6,18.3
27085,McLeod,2010-2014,Lung and bronchus,All Ages,All,111,180540,48.6,FALSE,(39.9 - 58.8),39.9,58.8
27085,McLeod,2015-2019,Mesothelioma,All Ages,All,2,179159,0.8 (UR),TRUE,(0.1 - 3.2),0.1,3.2
27085,McLeod,2010-2014,Esophagus,All Ages,All,7,180540,2.9 (UR),TRUE,(1.2 - 6.3),1.2,6.3
27085,McLeod,2015-2019,Thyroid,All Ages,All,31,179159,17.5,FALSE,(11.7 - 25.2),11.7,25.2
27085,McLeod,2010-2014,Bladder,All Ages,All,52,180540,22.2,FALSE,(16.5 - 29.4),16.5,29.4
27085,McLeod,2015-2019,Lung and bronchus,All Ages,All,133,179159,53.3,FALSE,(44.5 - 63.5),44.5,63.5
27085,McLeod,2010-2014,Mesothelioma,All Ages,All,0,180540,null (UR),TRUE, ,null,null
27085,McLeod,2015-2019,Colorectal,All Ages,All,113,179159,47.7,FALSE,(39.0 - 57.9),39,57.9
27085,McLeod,2015-2019,Melanoma,All Ages,All,70,179159,31.8,FALSE,(24.6 - 40.7),24.6,40.7
27085,McLeod,2010-2014,Melanoma,All Ages,All,56,180540,27.7,FALSE,(20.7 - 36.2),20.7,36.2
27085,McLeod,2015-2019,Kidney,All Ages,All,35,179159,14.9,FALSE,(10.2 - 21.1),10.2,21.1
27087,Mahnomen,2010-2014,Chronic lymphocytic leukemia,All Ages,All,3,27385,9.4 (UR),TRUE,(1.9 - 28.8),1.9,28.8
27087,Mahnomen,2015-2019,Leukemia,All Ages,All,5,27507,13.1 (UR),TRUE,(4.2 - 33.1),4.2,33.1
27087,Mahnomen,2010-2014,Bladder,All Ages,All,6,27385,16.5 (UR),TRUE,(6.0 - 37.8),6,37.8
27087,Mahnomen,2010-2014,Colorectal,All Ages,All,21,27385,64.6,FALSE,(39.1 - 101.1),39.1,101.1
27087,Mahnomen,2010-2014,Kidney,All Ages,All,6,27385,16.7 (UR),TRUE,(6.1 - 38.3),6.1,38.3
27087,Mahnomen,2010-2014,All cancer types combined,All Ages,All,177,27385,522.2,FALSE,(446.0 - 608.4),446,608.4
27087,Mahnomen,2015-2019,Esophagus,All Ages,All,4,27507,13.2 (UR),TRUE,(3.4 - 35.3),3.4,35.3
27087,Mahnomen,2010-2014,Melanoma,All Ages,All,5,27385,15.2 (UR),TRUE,(4.9 - 36.9),4.9,36.9
27087,Mahnomen,2015-2019,All cancer types combined,All Ages,All,185,27507,519.2,FALSE,(444.8 - 603.3),444.8,603.3
27087,Mahnomen,2015-2019,Thyroid,All Ages,All,2,27507,11.0 (UR),TRUE,(1.3 - 36.1),1.3,36.1
27087,Mahnomen,2015-2019,Lung and bronchus,All Ages,All,32,27507,83.4,FALSE,(56.8 - 119.7),56.8,119.7
27087,Mahnomen,2015-2019,Liver and bile duct,All Ages,All,5,27507,13.4 (UR),TRUE,(4.3 - 33.7),4.3,33.7
27087,Mahnomen,2015-2019,Acute myeloid leukemia,All Ages,All,0,27507,null (UR),TRUE, ,null,null
27087,Mahnomen,2010-2014,Lung and bronchus,All Ages,All,41,27385,115.7,FALSE,(82.8 - 158.3),82.8,158.3
27087,Mahnomen,2010-2014,Acute myeloid leukemia,All Ages,All,1,27385,4.5 (UR),TRUE,(0.1 - 23.1),0.1,23.1
27087,Mahnomen,2015-2019,Mesothelioma,All Ages,All,1,27507,2.8 (UR),TRUE,(0.1 - 18.5),0.1,18.5
27087,Mahnomen,2015-2019,Colorectal,All Ages,All,15,27507,41,FALSE,(22.8 - 69.5),22.8,69.5
27087,Mahnomen,2010-2014,Mesothelioma,All Ages,All,0,27385,null (UR),TRUE, ,null,null
27087,Mahnomen,2015-2019,Bladder,All Ages,All,11,27507,28.3,FALSE,(14.1 - 52.9),14.1,52.9
27087,Mahnomen,2010-2014,Larynx,All Ages,All,3,27385,7.3 (UR),TRUE,(1.5 - 24.6),1.5,24.6
27087,Mahnomen,2015-2019,Oral and pharyngeal,All Ages,All,9,27507,25.1 (UR),TRUE,(11.3 - 49.8),11.3,49.8
27087,Mahnomen,2010-2014,Liver and bile duct,All Ages,All,0,27385,null (UR),TRUE, ,null,null
27087,Mahnomen,2010-2014,Leukemia,All Ages,All,5,27385,16.9 (UR),TRUE,(5.4 - 40.3),5.4,40.3
27087,Mahnomen,2010-2014,Pancreas,All Ages,All,6,27385,17.9 (UR),TRUE,(6.3 - 41.0),6.3,41
27087,Mahnomen,2010-2014,Thyroid,All Ages,All,7,27385,27.2 (UR),TRUE,(10.1 - 57.6),10.1,57.6
27087,Mahnomen,2015-2019,Larynx,All Ages,All,2,27507,5.1 (UR),TRUE,(0.6 - 21.8),0.6,21.8
27087,Mahnomen,2010-2014,Brain and other nervous system,All Ages,All,3,27385,10.3 (UR),TRUE,(1.9 - 31.3),1.9,31.3
27087,Mahnomen,2015-2019,Chronic lymphocytic leukemia,All Ages,All,2,27507,4.5 (UR),TRUE,(0.5 - 20.5),0.5,20.5
27087,Mahnomen,2015-2019,Melanoma,All Ages,All,6,27507,16.9 (UR),TRUE,(6.2 - 38.8),6.2,38.8
27087,Mahnomen,2015-2019,Non-Hodgkin lymphoma,All Ages,All,5,27507,13.7 (UR),TRUE,(4.4 - 34.3),4.4,34.3
27087,Mahnomen,2015-2019,Kidney,All Ages,All,6,27507,16.8 (UR),TRUE,(6.0 - 38.8),6,38.8
27087,Mahnomen,2015-2019,Pancreas,All Ages,All,7,27507,19.4 (UR),TRUE,(7.6 - 42.2),7.6,42.2
27087,Mahnomen,2010-2014,Non-Hodgkin lymphoma,All Ages,All,2,27385,5.0 (UR),TRUE,(0.6 - 21.4),0.6,21.4
27087,Mahnomen,2010-2014,Esophagus,All Ages,All,1,27385,3.0 (UR),TRUE,(0.1 - 18.9),0.1,18.9
27087,Mahnomen,2010-2014,Oral and pharyngeal,All Ages,All,5,27385,13.2 (UR),TRUE,(4.3 - 33.2),4.3,33.2
27087,Mahnomen,2015-2019,Brain and other nervous system,All Ages,All,1,27507,2.9 (UR),TRUE,(0.1 - 18.7),0.1,18.7
27089,Marshall,2015-2019,Melanoma,All Ages,All,16,46858,28.8,FALSE,(15.3 - 49.2),15.3,49.2
27089,Marshall,2015-2019,Leukemia,All Ages,All,10,46858,14.9 (UR),TRUE,(6.9 - 29.0),6.9,29
27089,Marshall,2015-2019,Oral and pharyngeal,All Ages,All,10,46858,14.3 (UR),TRUE,(6.7 - 28.1),6.7,28.1
27089,Marshall,2010-2014,Brain and other nervous system,All Ages,All,3,47221,6.1 (UR),TRUE,(1.2 - 18.3),1.2,18.3
27089,Marshall,2010-2014,Colorectal,All Ages,All,26,47221,38.3,FALSE,(24.0 - 58.6),24,58.6
27089,Marshall,2015-2019,Pancreas,All Ages,All,9,46858,13.1 (UR),TRUE,(5.7 - 26.9),5.7,26.9
27089,Marshall,2010-2014,Mesothelioma,All Ages,All,1,47221,1.6 (UR),TRUE,(0.0 - 10.7),0,10.7
27089,Marshall,2015-2019,Brain and other nervous system,All Ages,All,4,46858,7.2 (UR),TRUE,(1.9 - 19.4),1.9,19.4
27089,Marshall,2015-2019,Acute myeloid leukemia,All Ages,All,2,46858,2.8 (UR),TRUE,(0.3 - 12.4),0.3,12.4
27089,Marshall,2010-2014,Leukemia,All Ages,All,15,47221,20.4,FALSE,(11.3 - 35.3),11.3,35.3
27089,Marshall,2010-2014,Non-Hodgkin lymphoma,All Ages,All,11,47221,17.4,FALSE,(8.1 - 33.0),8.1,33
27089,Marshall,2010-2014,Chronic lymphocytic leukemia,All Ages,All,6,47221,7.8 (UR),TRUE,(2.8 - 19.0),2.8,19
27089,Marshall,2015-2019,Esophagus,All Ages,All,7,46858,9.5 (UR),TRUE,(3.7 - 21.5),3.7,21.5
27089,Marshall,2010-2014,Lung and bronchus,All Ages,All,45,47221,65.4,FALSE,(47.3 - 88.9),47.3,88.9
27089,Marshall,2010-2014,Kidney,All Ages,All,9,47221,13.2 (UR),TRUE,(6.0 - 26.4),6,26.4
27089,Marshall,2010-2014,Acute myeloid leukemia,All Ages,All,5,47221,7.0 (UR),TRUE,(2.2 - 18.1),2.2,18.1
27089,Marshall,2015-2019,Mesothelioma,All Ages,All,1,46858,1.1 (UR),TRUE,(0.0 - 9.7),0,9.7
27089,Marshall,2015-2019,Liver and bile duct,All Ages,All,11,46858,17.7,FALSE,(8.3 - 33.7),8.3,33.7
27089,Marshall,2015-2019,Kidney,All Ages,All,15,46858,20,FALSE,(11.0 - 34.8),11,34.8
27089,Marshall,2010-2014,Bladder,All Ages,All,21,47221,28.2,FALSE,(17.4 - 44.7),17.4,44.7
27089,Marshall,2010-2014,Oral and pharyngeal,All Ages,All,5,47221,8.4 (UR),TRUE,(2.7 - 20.8),2.7,20.8
27089,Marshall,2010-2014,Larynx,All Ages,All,1,47221,2.2 (UR),TRUE,(0.1 - 12.4),0.1,12.4
27089,Marshall,2015-2019,Lung and bronchus,All Ages,All,52,46858,66.8,FALSE,(49.4 - 89.3),49.4,89.3
27089,Marshall,2010-2014,All cancer types combined,All Ages,All,300,47221,455.3,FALSE,(402.9 - 513.1),402.9,513.1
27089,Marshall,2015-2019,All cancer types combined,All Ages,All,356,46858,513.3,FALSE,(458.0 - 574.0),458,574
27089,Marshall,2015-2019,Bladder,All Ages,All,19,46858,26.7,FALSE,(15.5 - 43.9),15.5,43.9
27089,Marshall,2015-2019,Non-Hodgkin lymphoma,All Ages,All,8,46858,12.5 (UR),TRUE,(4.7 - 27.1),4.7,27.1
27089,Marshall,2015-2019,Larynx,All Ages,All,2,46858,3.3 (UR),TRUE,(0.4 - 13.5),0.4,13.5
27089,Marshall,2010-2014,Thyroid,All Ages,All,5,47221,6.8 (UR),TRUE,(2.2 - 17.8),2.2,17.8
27089,Marshall,2015-2019,Colorectal,All Ages,All,33,46858,42.9,FALSE,(29.1 - 62.1),29.1,62.1
27089,Marshall,2010-2014,Pancreas,All Ages,All,5,47221,6.5 (UR),TRUE,(2.1 - 17.2),2.1,17.2
27089,Marshall,2015-2019,Thyroid,All Ages,All,12,46858,22.5,FALSE,(10.9 - 41.1),10.9,41.1
27089,Marshall,2010-2014,Liver and bile duct,All Ages,All,2,47221,2.5 (UR),TRUE,(0.3 - 11.7),0.3,11.7
27089,Marshall,2010-2014,Melanoma,All Ages,All,18,47221,35.4,FALSE,(20.2 - 57.5),20.2,57.5
